inventory_date,operator_id,operator_name,product_item_id,product_description,product_list_price,product_inventory_price,product_inventory_quantity
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14738,"Bailys Licor",643.00,643.00,4.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14739,Campari,726.83,726.83,2.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14740,"Clamato (1/24)",520.00,520.00,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14741,Cointreau,1007.00,1007.00,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14743,"Granadina  Bartender",144.07,144.07,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14744,Kalua,665.25,665.25,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14749,"Anis Del Mono (Rojo)",482.95,482.95,8.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14750,"Anis Del Mono (Azul)",185.30,185.30,4.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14753,Frangelico,826.83,826.83,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14754,"Grand Marnier",1336.21,1336.21,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14759,"Amaro Averna",958.00,958.00,4.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14760,"Cachaça Sagativa",776.83,776.83,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14763,Aperol,655.67,655.67,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14765,"Cinzano Blanco",430.83,430.83,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14766,"Cinzano Extra Dry",439.33,439.33,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14767,"Cinzano Rosso",430.83,430.83,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14771,"BL Martin Codax",631.83,631.83,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14773,"BL Vialdero",673.55,673.55,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14774,"BL Torres Viñas Esmeralda",449.05,449.05,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14777,"Baltasar Gracian Ros",283.33,283.33,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14778,"BL Rueda 3 Barricas",750.00,750.00,4.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14779,"BL Verdejo Rueda Pradorey",425.00,425.00,12.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14780,"TI Rene Barbier",292.07,292.07,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14781,"BL Rene Barbier",264.98,264.98,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14783,"BL MR 2008",740.01,740.01,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14786,"Menco Reserva 2006",716.59,716.59,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14788,"BL VRM 2009",1006.67,1006.67,89.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14789,"Ti Beronia Crianza",576.83,576.83,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14790,"Ti Beronia Reserva",888.58,888.58,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14792,"BL 689",851.53,851.53,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14796,"Federico Paternina Banda Oro",394.63,394.63,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14801,"TI Catena Malbec",687.00,687.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14803,"Beronia Crianza 350 ML",331.83,331.83,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14808,"BL Entrechuelos 2013",500.00,500.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14809,"ANTENA BASE 1-4",51725.46,51725.46,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14812,"ANTENA BASE 5-27",135953.45,135953.45,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14837,Cranberry,228.60,228.60,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14838,COC,24.72,24.72,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14851,"Marqués de Riscal, Rueda ",608.33,608.33,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14852,"Beringer Pinot Grigio, California",476.67,476.67,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14853,"Carmelo Rodero 9 meses, Ribera del Duero",915.00,915.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14858,"Beringer Red Crush, California",476.67,476.67,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14859,"Beringer White Zinfandel, California ",896.67,896.67,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14861,"CERVEZA PRESIDENTE (1/24 Bot)",1377.11,1377.11,9.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14862,"CERVEZA PRESIDENTE LIGHT",1427.96,1427.96,6.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14863,"CERVEZA MILLER 64",67.71,67.71,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14864,"CERVEZA MILLER (C/24)",1428.00,1428.00,0.50
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14865,"CERVEZA CORONA (1/24 Bot)",2078.00,2078.00,2.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14866,"CERVEZA BUKLER",38.14,38.14,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14867,"CERVEZA SAN MIGUEL",38.14,38.14,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14868,"CERVEZA STELLA ARTOIS ",2042.00,2042.00,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14869,"CERVEZA CRUZ CAMPO SHANDY LATA 33 CL.",33.90,33.90,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14870,"CERVEZA PRESIDENTE BLACK (1/24 BOT)",1169.00,1169.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14871,"RON BARCELO GRAN ANEJO",313.00,313.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14872,"RON BARCELO ANEJO",232.55,232.55,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14873,"RON BRUGAL XV RESERVA",394.00,394.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14874,"RON BARCELO IMPERIAL",776.27,776.27,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14875,"RON BRUGAL BLANCO",310.00,310.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14876,"RON BRUGAL EXTRA VIEJO",369.23,369.23,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14877,"RON BRUGAL AÑEJO LITRO",314.00,314.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14881,"CAVA FREIXENET ROSADO 75 CL.",603.67,603.67,8.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14882,"CAVA FREIXENET CORDON NEGRO 75 CL.",603.67,603.67,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14883,"CAVA FREIXENET CARTA  NEVADA 75 CL.",513.67,513.67,7.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14884,"CHAMPAÑA CODORNIU",802.55,802.55,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14885,"CAVA FREIXENETE CUVE GRAN ELYSSIA BRUT 75 CL. ",969.16,969.16,3.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14886,"CAVA MOSCATO PINORD",236.44,236.44,9.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14887,"CAVA BRUT RENE BARBIER",475.00,475.00,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14888,"CAVA VALLFORMOSA BRUT 75 CL.",283.59,283.59,13.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14889,"CAVA JUVE CAMPS RESERVA 75 CL.",847.41,847.41,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14892,"Segura Viudas Brut Reserva, España",616.67,616.67,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14893,"BRANDY CARLOS I",1690.68,1690.68,4.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14898,BEEFEATER,688.50,688.50,2.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14900,"GINEBRA BOMBAY SAPPHIRE 750 ML",937.00,937.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14902,BULLDOG,1383.33,1383.33,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14903,"CHIVAS REGAL 12 AÑOS",1081.00,1081.00,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14908,"WHISKY DEWARS WHITE LABEL 75 CL. ",497.59,497.59,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14909,"Whisky Buchanan's 12 (750ml)",1365.00,1365.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14910,"CHIVAS REGAL 18 AÑOS",2501.83,2501.83,4.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14912,"WHISKI JACK DANIEL",1283.33,1283.33,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14914,"WHISKEY IRISH JAMESON BOT. 750 ML",787.00,787.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14915,"TEQUILA JOSE CUERVO DORADA",836.00,836.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14916,"TEQUILA JOSE CUERVO SILVER",836.00,836.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14917,"VODKA ABSOLUT",764.00,764.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14918,"VODKA GREY GOOSE",1298.49,1298.49,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14919,"Marlboro Rojo (Paq10)",1520.00,1520.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14920,"Marlboro Light (Paq 10)",1520.00,1520.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14921,"Chinola (1/2 Galon)",490.00,490.00,12.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14922,"Piña Colada (1/2 Galon)",460.00,460.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14923,"Fresa (1/2 Galon)",460.00,460.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14925,"Limonada (1/2 Galon)",460.00,460.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14926,"Fruit Punch (1/2 Galon)",460.00,460.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14929,"Naranja (1/2 Galon)",460.00,460.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14931,"Cafe Lungo Descaf",390.00,390.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14932,"Cafe Ristretto ",385.00,385.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14933,"Cafe Roma",385.00,385.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14934,"Cafe Espresso Livanto",385.00,385.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14935,"Cafe Espresso Lovutto",385.00,385.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14936,"Cafe Fortissio Lungo",415.00,415.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14937,"Cafe Caramelito",435.00,435.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14938,"Cafe Vanilio",435.00,435.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14939,"Azucar Refinada (1000 Sobres)",270.00,270.00,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14941,"Rack de Cordero 18 Meses",490.00,490.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14942,"Chillo Entero Limp. (5Lbs)",195.00,195.00,335.60
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14943,"Cerv. Erdinger Weissbier Rubia (1/24)",1356.00,1356.00,2.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14944,"Vodka Stolichnaya (750ml)",618.00,618.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14945,Carambola,10.00,10.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14946,"Cebolla Blanca",50.00,50.00,42.50
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14947,"Habichuela Blanca",55.00,55.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14948,Hinojo,35.00,35.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14949,"Hongos Champiñones",270.00,270.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14950,Kiwi,150.00,150.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14952,Peras,60.00,60.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14953,"Pimiento Amarillo",60.00,60.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14954,"Platos Fonx",900.00,900.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14956,"Uvas Rojas",135.00,135.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14957,"Uvas Verdes",165.00,165.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14958,"Yautia Amarilla",40.00,40.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14959,"Mantequilla de Barra",220.00,220.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14960,"Pechuga de Pavo",85.00,85.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14961,"Carne de Cerdo Picada",60.00,60.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14962,"Carne de Res Picada",120.00,120.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14963,"Ashton Heritage Robusto (1/25)",299.52,299.52,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14964,"Avo Fogata Robusto (1/20)",291.84,291.84,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14965,"Avo Syncro Nic Robusto (1/20)",303.84,303.84,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14966,"Bella Dominicana M (1/24)",160.80,160.80,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14967,"Bella Dominicana S (1/20)",200.64,200.64,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14968,"Camacho Aba. Robusto A/T (1/20)",419.52,419.52,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14984,"Ashton VSG Belicoso No.1 (1/24)",294.24,294.24,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14985,"Avo Syncro Nic Toro Tubos (1/20)",364.32,364.32,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14991,"Camacho Connecticut Rob (1/20)",228.96,228.96,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14992,"Aging Room Bin#1 Mayor (1/20)",228.96,228.96,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14995,Quipes,12.00,12.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",14997,Lambi,140.00,140.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15006,"Papel Toalla 800 (1/6Unid)",1600.00,1600.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15007,"Brillo Verde",4.00,4.00,200.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15010,"Guantes de Limpieza",35.00,35.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15012,"Palillos de Bamboo (1/100)",32.00,32.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15018,"Funda Negra 55GLS",380.00,380.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15019,"Dorada Criolla",150.00,150.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15020,"Empanadillas de Yuca",16.50,16.50,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15021,"Lechuga Morada",45.00,45.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15024,"Uvas Blancas (Caja)",3800.00,3800.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15028,"Azucar Crema (1000 Sobres)",270.00,270.00,9.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15029,"Agua Perrier",972.00,972.00,2.50
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15031,"Sambuca Romana",793.00,793.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15032,"Bandeja Transparente  Grande (Platos Para llevar)",1950.00,1950.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15033,"Cafe Molido Sto. Dgo.",3653.00,3653.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15034,"Fundas de llevar",60.50,60.50,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15035,"Brugal Blanco",310.00,310.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15036,"Fosforos Relampago",15.58,15.58,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15037,Colorao,170.00,170.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15038,"Filete de Res Premium",275.00,275.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15039,"Brotes Variados",250.00,250.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15040,"Flores Decorativas Cocina",150.00,150.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15041,REMOVEDORES,1655.00,1655.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15042,"Brugal 151",687.00,687.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15043,"LIcor Lagrange Triple Sec",323.00,323.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15044,"Cerv. Erdinger Dunkel Oscura  (1/24)",1356.00,1356.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15045,"T-Bone ",450.00,450.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15046,"Ribeye Angus",464.00,464.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15047,Tomahawk,495.00,495.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15050,"Tuna Blanca ",663.00,663.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15053,"CAMARON VANNAMEI ",200.00,200.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15054,"MASA DE PALETA DE CERDO",80.00,80.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15056,"Yogurt Deliciel Cramberry 0%",13.00,13.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15057,"Yogurt Deliciel Guineo 0%",13.00,13.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15060,"Mermelada Guayaba 35g",21.00,21.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15061,"Mermelada Guineo 35g",21.00,21.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15062,"Mermelada Fresa 35g",21.00,21.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15063,"Mermelada Piña 35g",21.00,21.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15064,"Mermelada Mango 35g",21.00,21.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15065,"Miel Peq.",25.00,25.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15066,"JUGO MOTTS DE MANZANA 12/32 Onz",927.00,927.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15067,"Churrasco Angus C/50 lbs",335.00,335.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15076,"CLOHR-5.5 (GAL)",103.00,103.00,5.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15077,"DYNA-300 (GAL)",436.17,436.17,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15091,"YODO- CLEAN",1500.00,1500.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15093,"Pechuga de Pollo Deshuesada",118.95,118.95,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15095,"Aceite Crisol",335.00,335.00,2.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15096,"Aceite Wesson ",413.79,413.79,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15097,"Alcaparras Capers",170.00,170.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15099,"Arroz Vaporizado",725.00,725.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15102,"OXYSTRUNG F.G",614.08,614.08,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15104,"Amargo de Angostura (200ml)",305.08,305.08,1.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15106,"Cramberry (Galon)",236.58,236.58,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15107,"Johnnie Walker Black Label",1276.50,1276.50,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15108,"Leche Entera Nestle",73.36,73.36,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15120,"Hamburguesa Angus ",178.00,178.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15121,"Pechuga de Pato",466.00,466.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15123,"Aceite de Freir",1328.25,1328.25,2.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15124,"Corazon de Endivia",300.00,300.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15125,"Guineo Verde",16.00,16.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15126,"Lechuga Repollada",45.00,45.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15127,"Papas Petit",45.00,45.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15128,"Pasta Penne Bovillo",30.00,30.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15129,"Repollo Blanco",15.00,15.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15130,"Yautia Coco",50.00,50.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15131,Langostino,230.00,230.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15133,"Tinta de Calamar",2735.00,2735.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15135,"Sepia Limpia",195.00,195.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15136,"Papel Aluminio",1150.00,1150.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15137,"Repollo Morado",50.00,50.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15139,"CHICHARRON ",350.00,350.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15140,Fresas,160.00,160.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15141,"Lomo de Cerdo",120.00,120.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15142,"Manzana Verde ",60.00,60.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15143,"Papel Film",720.00,720.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15145,"Rucula Selvatica",120.00,120.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15146,"Muffin Vainilla Sin Gluten 100gr (1/15)",92.00,92.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15147,"Muffin Choco Sin Gluten 100gr (1/15)",92.00,92.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15148,"Bola (Carne)",88.00,88.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15149,"Pan Barra Gallega",55.00,55.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15150,"Pan Baguette Integral 250",35.00,35.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15152,"Mostaza Mild Heinz 1000 Sobres",1353.00,1353.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15153,"Red Bull",1486.46,1486.46,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15155,"Philadelphia Loaf",481.70,481.70,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15156,"Jamon Cocido York Campofrio",170.00,170.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15157,"Queso Mozzarella Cilindrica Entera Naturella",160.00,160.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15158,"Jamon Serrano 80g",108.26,108.26,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15159,"Cadera SB Premium ",114.00,114.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15161,"Combo Caja de 150 Yogures Deliciel Frutas",1950.00,1950.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15162,"Ostras Frescas JAMES RIVE",265.00,265.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15164,"BACTERY LOTION(GL)",616.00,616.00,9.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15165,"Guisantes Cong.",200.00,200.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15166,"Croissant Hotelero",8.50,8.50,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15167,"PAN CHAPATTA GRANDE ",95.00,95.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15168,"Pan Payes 500g C/16u",95.00,95.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15174,"PAPAS HASHBROWNS TRIANGT",45.00,45.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15175,"CONEJO ENTERO",145.00,145.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15177,"COLA DE CAMARON",235.00,235.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15179,Remolacha,30.00,30.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15184,Ehuacal,101.00,101.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15185,"TEQUILA DON JULIO",1826.00,1826.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15186,"MANTEQUILLA BLOQUE 25KGRS",130.00,130.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15187,"SEMICURADO MANCHEGO",155.00,155.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15188,"Oveja Tipo Manchego",263.00,263.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15189,"Papas Shoestring",35.00,35.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15190,"Queso Philadelphia 226 GRS.",195.00,195.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15191,"Churros Lazos",56.00,56.00,45.18
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15192,"Baguette Plus",34.00,34.00,0.00
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15193,Bacalao,140.00,140.00,210.56
2018-02-28,55,"TRULUCK ENTERPRISE SRL",15194,"Brocoli Cong",35.00,35.00,10.90
